FileDate,recsSort,AgencyName,SecondAgencyName,AIN,AssessorID,TaxRateArea,TaxRateArea_CITY,PropertyLocation,PropertyUseCode,GeneralUseType,SpecificUseType,SpecificUseDetail1,SpecificUseDetail2,ParcelBoundaryDescription,DateNewParcelActivated
10/20/2015,33914,NEWHALL COUNTRY WATER DIST, ,2833041902,2833-041-902,14556,SANTA CLARITA,     ,100V,Commercial,Commercial, ,Vacant Land,TR=53114 THAT POR IN TRA 14556 OF LOT 54, 
10/20/2015,33918,NEWHALL COUNTY WATER DISTRICT, ,2827006904,2827-006-904,15402,SANTA CLARITA,     ,010V,Residential,Single Family Residence, ,Vacant Land,ST JOHN SUB FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 35, 
10/20/2015,33919,NEWHALL COUNTY WATER DISTRICT, ,2827006905,2827-006-905,15406,SANTA CLARITA,     ,010V,Residential,Single Family Residence, ,Vacant Land,ST JOHN SUB FOR DESC SEE ASSESSOR'S MAPS POR OF LOT REFINERY, 
10/20/2015,33920,NEWHALL COUNTY WATER DISTRICT, ,2827006906,2827-006-906,15617,SANTA CLARITA,     ,010V,Residential,Single Family Residence, ,Vacant Land,ST JOHN SUB FOR DESC SEE ASSESSOR'S MAPS POR OF LOT REFINERY, 
10/20/2015,33923,NEWHALL COUNTY WATER DISTRICT, ,2854065900,2854-065-900,16330,SANTA CLARITA,     ,010V,Residential,Single Family Residence, ,Vacant Land,"TR=49621-02 LAND DESC IN DOC 0910083, 052208 POR OF LOT 121", 
10/20/2015,33924,NEWHALL COUNTY WATER DISTRICT, ,2859001902,2859-001-902,00346,SANTA CLARITA,     ,300V,Industrial,Industrial, ,Vacant Land, ST JOHN SUB FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 59, 
10/20/2015,33940,NEWHALL CO WATER DIST, ,2827044900,2827-044-900,00223,SANTA CLARITA,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=38302 LOT   69, 
10/20/2015,33949,NEWHALL CO WATER DIST, ,2844016902,2844-016-902,14913,SANTA CLARITA,     ,010V,Residential,Single Family Residence, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR OF NE 1/4 OF SEC 22 T4N R15W, 
10/20/2015,33962,NEWHALL CO WATER DIST, ,2865084900,2865-084-900,12501,unincorporated,     ,010V,Residential,Single Family Residence, ,Vacant Land,"TR=44429 LAND DESC IN DOC 1091329, 010626 POR OF LOT 294", 
10/20/2015,33964,NEWHALL CO WATER DIST, ,2865095901,2865-095-901,15615,unincorporated,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=48574 THAT POR IN TRA 12098 OF LOT 49, 
10/20/2015,33966,NEWHALL LAND AND FARMING CO, ,2810001904,2810-001-904,13202,SANTA CLARITA,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=44831-02 THAT POR IN TRA 12458 OF LOT 3, 
10/20/2015,33975,NEWHALL SCHOOL DIST, ,2826156901,2826-156-901,13643,unincorporated,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=45433-04 THAT POR IN TRA 6641 OF LOT 176, 
10/20/2015,33976,NEWHALL SCHOOL DIST, ,2826156902,2826-156-902,13644,unincorporated,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=45433-04 THAT POR IN TRA 12781 OF LOT 176, 
10/20/2015,33982,NEWHALL SCHOOL DIST, ,2857001900,2857-001-900,00935,SANTA CLARITA,     ,100V,Commercial,Commercial, ,Vacant Land,L S 27-41-43 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 5, 
10/20/2015,33989,NEWHALL SCHOOL DISTRICT, ,2833043901,2833-043-901,14556,SANTA CLARITA,     ,100V,Commercial,Commercial, ,Vacant Land,"TR=53114 LAND DESC IN DOC 2938965,100303 POR OF LOT 64", 
10/20/2015,33990,NEWHALL SCHOOL DISTRICT, ,2860024902,2860-024-902,15540,unincorporated,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=38833 LOT 19, 
10/20/2015,33994,NEW VISION ASSETS INC, ,5154037900,5154-037-900,12706,LOS ANGELES,538 S PARK VIEW ST  LOS ANGELES CA  90057-2763,010V,Residential,Single Family Residence, ,Vacant Land,KNOB HILL TRACT EX OF ST LOT 25 BLK M, 
10/20/2015,33995,NEW VISION ASSETS INC, ,5154037901,5154-037-901,12706,LOS ANGELES,534 S PARK VIEW ST  LOS ANGELES CA  90057-2763,010V,Residential,Single Family Residence, ,Vacant Land,KNOB HILL TRACT EX OF ST LOT 26 BLK M, 
10/20/2015,33997,NEW VISION ASSETS INC, ,5154038900,5154-038-900,12706,LOS ANGELES,527 S PARK VIEW ST  LOS ANGELES CA  90057-2706,010V,Residential,Single Family Residence, ,Vacant Land,KNOB HILL TRACT EX OF ST LOT 8 BLK N, 
10/20/2015,33999,NEW VISION ASSETS INC, ,5154038902,5154-038-902,12706,LOS ANGELES,537 S PARK VIEW ST  LOS ANGELES CA  90057-2706,010V,Residential,Single Family Residence, ,Vacant Land,KNOB HILL TRACT EX OF ST LOT 10 BLK N, 
10/20/2015,34003,NORTHLAKE LLC, ,2865003908,2865-003-908,16345,unincorporated,     ,010V,Residential,Single Family Residence, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR OF NE 1/4 OF NE 1/4 OF SEC 23 T5N R17W, 
10/20/2015,34027,NORWALK CITY, ,8052013909,8052-013-909,06768,NORWALK    ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TRACT NO 21711 LOT    6, 
10/20/2015,34037,NORWALK CITY, ,8056005900,8056-005-900,06764,NORWALK    ,12132 OLIVE ST  NORWALK CA  90650-3133,010V,Residential,Single Family Residence, ,Vacant Land,L S 3-18 1/2 VAC ALLEY ADJ ON SW AND LOT 12, 
10/20/2015,34038,NORWALK CITY, ,8056005901,8056-005-901,06764,NORWALK    ,12137 SPROUL ST  NORWALK CA  90650-3158,010V,Residential,Single Family Residence, ,Vacant Land,GILBERTS ADDITION TO NORWALK 1/2 VAC ALLEY ADJ ON NE AND LOTS 7 AND 8, 
10/20/2015,34039,NORWALK CITY, ,8056005902,8056-005-902,06764,NORWALK    ,12136 OLIVE ST  NORWALK CA  90650-3133,020V,Residential,"Double, Duplex, or Two Units",4 Stories or Less,Vacant Land,GILBERTS ADD TO NORWALK 1/2 VAC ALLEY ADJ ON SW AND LOT 11, 
10/20/2015,34040,NORWALK CITY, ,8056005903,8056-005-903,06764,NORWALK    ,12143 SPROUL ST  NORWALK CA  90650-3158,010V,Residential,Single Family Residence, ,Vacant Land,LS 3-18 1/2 VAC ALLEY ADJ ON NE AND LOT 9, 
10/20/2015,34041,NORWALK CITY, ,8056008900,8056-008-900,13242,NORWALK,     ,010V,Residential,Single Family Residence, ,Vacant Land,P M 107-75-76 LOT 1, 
10/20/2015,34050,NORWALK CITY, ,8076008909,8076-008-909,06772,NORWALK    ,     ,010V,Residential,Single Family Residence, ,Vacant Land,"O R M 7425-20-21 LAND DESC IN DOC 488094,980325 POR OF SEC 23 T3S R12W", 
10/20/2015,34124,PALMDALE CITY, ,3001003916,3001-003-916,13508,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,P M 44-5-7 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 11, 
10/20/2015,34125,PALMDALE CITY, ,3001003918,3001-003-918,13509,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,P M 44-5-7 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 11, 
10/20/2015,34127,PALMDALE CITY, ,3001026901,3001-026-901,13817,PALMDALE   ,VAC/28TH STW/VIC AVE P  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,RECORD OF SURVEY AS PER BK 78 PG 17 TO 19 OF RS LOT 3, 
10/20/2015,34128,PALMDALE CITY, ,3001026902,3001-026-902,13817,PALMDALE   ,VAC/COR AVE O12/27TH STW  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,RECORD OF SURVEY AS PER BK 78 PG 17 TO 19 OF RS LOT 9, 
10/20/2015,34129,PALMDALE CITY, ,3001026903,3001-026-903,13817,PALMDALE   ,VAC/26TH STW/VIC AVE P  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,RECORD OF SURVEY AS PER BK 78 PG 17 TO 19 OF RS LOT 14, 
10/20/2015,34130,PALMDALE CITY, ,3001026904,3001-026-904,13817,PALMDALE   ,VAC/26TH STW/VIC AVE O12  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,RECORD OF SURVEY AS PER BK 78 PG 17 TO 19 OF RS LOT 15, 
10/20/2015,34131,PALMDALE CITY, ,3001026905,3001-026-905,13817,PALMDALE   ,VAC/COR 26TH STW/AVE O12  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,RECORD OF SURVEY AS PER BK 78 PG 17 TO 19 OF RS LOT 16, 
10/20/2015,34132,PALMDALE CITY, ,3001026906,3001-026-906,13817,PALMDALE   ,VAC/COR 28TH STW/AVE O12  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,RECORD OF SURVEY AS PER BK 78 PG 17 TO 19 OF RS LOT 1, 
10/20/2015,34133,PALMDALE CITY, ,3001026907,3001-026-907,13817,PALMDALE   ,VAC/27TH STW/VIC AVE P  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 LOT 6, 
10/20/2015,34134,PALMDALE CITY, ,3001026908,3001-026-908,13817,PALMDALE   ,VAC/27TH STW/VIC AVE P  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 LOT 11, 
10/20/2015,34135,PALMDALE CITY, ,3001026909,3001-026-909,13817,PALMDALE   ,VAC/COR AVE O12/27TH STW  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 LOT 8, 
10/20/2015,34136,PALMDALE CITY, ,3001026910,3001-026-910,13817,PALMDALE   ,VAC/27TH STW/VIC AVE O12  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 LOT 10, 
10/20/2015,34137,PALMDALE CITY, ,3001026911,3001-026-911,13817,PALMDALE   ,VAC/28TH STW/VIC AVE O12  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 LOT 2, 
10/20/2015,34138,PALMDALE CITY, ,3001026913,3001-026-913,13817,PALMDALE   ,VAC/COR AVE P/28TH STW  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 EX OF ST LOT 4, 
10/20/2015,34139,PALMDALE CITY, ,3001026914,3001-026-914,13817,PALMDALE   ,VAC/27TH STW/VIC AVE O12  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 LOT 7, 
10/20/2015,34140,PALMDALE CITY, ,3001026915,3001-026-915,13817,PALMDALE   ,VAC/COR AVE P/27TH STW  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 EX OF ST LOT 5, 
10/20/2015,34141,PALMDALE CITY, ,3001026916,3001-026-916,13817,PALMDALE   ,VAC/COR 27TH STW/AVE P  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 EX OF ST LOT 12, 
10/20/2015,34142,PALMDALE CITY, ,3001026917,3001-026-917,13817,PALMDALE   ,VAC/COR AVE P/26TH STW  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 EX OF ST LOT 13, 
10/20/2015,34143,PALMDALE CITY, ,3001026918,3001-026-918,09844,PALMDALE   ,VAC/COR AVE O12/25TH STW  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 LOT 24, 
10/20/2015,34144,PALMDALE CITY, ,3001026919,3001-026-919,09844,PALMDALE   ,VAC/COR AVE O12/26TH STW  PALMDALE CA  95351,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 LOT 17, 
10/20/2015,34145,PALMDALE CITY, ,3001026920,3001-026-920,09844,PALMDALE   ,VAC/26TH STW/VIC AVE O12  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,RS 78-17-19 LOT 18, 
10/20/2015,34146,PALMDALE CITY, ,3001026921,3001-026-921,09844,PALMDALE   ,VAC/26TH STW/VIC AVE P  PALMDALE CA  95351,010V,Residential,Single Family Residence, ,Vacant Land,RS 78-17-19 LOT 19, 
10/20/2015,34147,PALMDALE CITY, ,3001026922,3001-026-922,09844,PALMDALE   ,VAC/COR AVE P/26TH STW  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,RS 78-17-19 LOT 20, 
10/20/2015,34148,PALMDALE CITY, ,3001026923,3001-026-923,09844,PALMDALE   ,VAC/COR AVE P/25TH STW  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,RS 78-17-19 LOT 21, 
10/20/2015,34149,PALMDALE CITY, ,3001026924,3001-026-924,09844,PALMDALE   ,VAC/25TH STW/VIC AVE P  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,RS 78-17-19 LOT 22, 
10/20/2015,34150,PALMDALE CITY, ,3001026925,3001-026-925,09844,PALMDALE   ,VAC/25TH STW/VIC AVE O12  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,RS 78-17-19 LOT 23, 
10/20/2015,34151,PALMDALE CITY, ,3001027900,3001-027-900,09844,PALMDALE   ,VAC/22ND STW/VIC AVE P  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 LOT 43, 
10/20/2015,34152,PALMDALE CITY, ,3001027901,3001-027-901,09844,PALMDALE   ,VAC/COR AVE P/22ND STW  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,R S 78-17-19 LOT 44, 
10/20/2015,34154,PALMDALE CITY, ,3001036901,3001-036-901,06727,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=45503 LOT 69, 
10/20/2015,34159,PALMDALE CITY, ,3001039900,3001-039-900,01948,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=45142 LOT A, 
10/20/2015,34160,PALMDALE CITY, ,3001040900,3001-040-900,06727,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=39028         LOT B   , 
10/20/2015,34161,PALMDALE CITY, ,3001041900,3001-041-900,06727,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=39028         LOT A   , 
10/20/2015,34177,PALMDALE CITY, ,3001085900,3001-085-900,12673,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=46140 LOT 69, 
10/20/2015,34178,PALMDALE CITY, ,3001085901,3001-085-901,12673,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=46140 LOT 70, 
10/20/2015,34185,PALMDALE CITY, ,3001095902,3001-095-902,10404,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,"POR LOTS 11,12,13 TR 45565 AND LOTS 2,3 ,4,7 TO 11,28 TO 33,POR LOTS TR 43862", 
10/20/2015,34187,PALMDALE CITY, ,3001104900,3001-104-900,13472,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=47932 LOT 11, 
10/20/2015,34188,PALMDALE CITY, ,3001104901,3001-104-901,13472,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=47932 LOT 12, 
10/20/2015,34189,PALMDALE CITY, ,3001104902,3001-104-902,13472,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=47932 LOT 13, 
10/20/2015,34191,PALMDALE CITY, ,3001119900,3001-119-900,13625,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=53069 LOT 21, 
10/20/2015,34192,PALMDALE CITY, ,3001126900,3001-126-900,13621,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=47935 LOT 21, 
10/20/2015,34193,PALMDALE CITY, ,3001126901,3001-126-901,13621,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=47935 LOT 22, 
10/20/2015,34194,PALMDALE CITY, ,3001126902,3001-126-902,13621,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=47935 LOT 23, 
10/20/2015,34195,PALMDALE CITY, ,3001126903,3001-126-903,13621,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=47935 LOT 24, 
10/20/2015,34196,PALMDALE CITY, ,3001130900,3001-130-900,14135,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=49016-08 LOT 16, 
10/20/2015,34197,PALMDALE CITY, ,3001140900,3001-140-900,14531,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=52490 LOT 1, 
10/20/2015,34198,PALMDALE CITY, ,3001144900,3001-144-900,14532,PALMDALE   ,     ,101V,Commercial,Commercial,Miscellaneous Commercial,Vacant Land,TR=52489 LOT 5, 
10/20/2015,34203,PALMDALE CITY, ,3003030905,3003-030-905,14537,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,P M 316-92-93 LOT 3, 
10/20/2015,34204,PALMDALE CITY, ,3003038900,3003-038-900,02531,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=43687 LOT    A, 
10/20/2015,34211,PALMDALE CITY, ,3003055900,3003-055-900,01962,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=45449 LOT 0046, 
10/20/2015,34231,PALMDALE CITY, ,3003084900,3003-084-900,02548,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=46452 LOT 111, 
10/20/2015,34232,PALMDALE CITY, ,3003084901,3003-084-901,02548,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=46452 LOT 112, 
10/20/2015,34235,PALMDALE CITY, ,3003094900,3003-094-900,07439,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=48014-02 LOT 21, 
10/20/2015,34236,PALMDALE CITY, ,3003094901,3003-094-901,07439,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=48014-02 LOT 22, 
10/20/2015,34237,PALMDALE CITY, ,3003095900,3003-095-900,14545,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=54399 LOT 80, 
10/20/2015,34238,PALMDALE CITY, ,3004003902,3004-003-902,09178,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,LAND DESC THAT POR IN TRA 9178 OF NW 1/4 OF SW 1/4 OF SEC 27 T6N R12W, 
10/20/2015,34239,PALMDALE CITY, ,3004003903,3004-003-903,07338,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,LAND DESC THAT POR IN TRA 7338 OF NW 1/4 OF SW 1/4 OF SEC 27 T6N R12W, 
10/20/2015,34240,PALMDALE CITY, ,3004003905,3004-003-905,07446,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR OF SW 1/4 OF NW 1/4 OF SEC 27 T 6N R 12W, 
10/20/2015,34241,PALMDALE CITY, ,3004003906,3004-003-906,10841,PALMDALE   ,VAC/CACTUS DR/VIC TIERRA SUBIDA  PALMDALE CA  93550,100V,Commercial,Commercial, ,Vacant Land,POR OF W 1/2 OF NW 1/4 OF SEC 27 T6NR12W, 
10/20/2015,34245,PALMDALE CITY, ,3004015902,3004-015-902,13941,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,N 1/2 OF N 1/2 OF W 660 FT OF S 1/2 OF NE 1/4 OF SEC 34 T6N R12W, 
10/20/2015,34246,PALMDALE CITY, ,3004015903,3004-015-903,13941,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,S 1/2 OF N 1/2 OF W 660 FT OF S 1/2 OF NE 1/2 OF SEC 34 T6N R12W, 
10/20/2015,34250,PALMDALE CITY, ,3004015907,3004-015-907,12272,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,"FOR DESC SEE DOC 794594,910530 POR OF NW 1/4 OF SEC 34 T 6 N R 12 W", 
10/20/2015,34251,PALMDALE CITY, ,3004015908,3004-015-908,12272,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,NE 1/4 OF SE 1/4 OF SE 1/4 OF NW 1/4 OF SEC 34 T6N R12W, 
10/20/2015,34252,PALMDALE CITY, ,3004015909,3004-015-909,12272,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,POR OF SW 1/4 OF SE 1/4 OF SE 1/4 OF NW 1/4 OF SEC 24 T6N R12W, 
10/20/2015,34253,PALMDALE CITY, ,3004015910,3004-015-910,12272,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,SE 1/4 OF SE 1/4 OF SE 1/4 OF NW 1/4 OF SEC 24 T6N R12W, 
10/20/2015,34254,PALMDALE CITY, ,3004015911,3004-015-911,12272,PALMDALE   ,VAC/TIERRA SUBIDA/VIC AVE R5  PALMDALE CA  93550,010V,Residential,Single Family Residence, ,Vacant Land,SE 1/4 OF NE 1/4 OF SE 1/4 OF NW 1/4 EX OF STS OF SEC 34 T6N R12W, 
10/20/2015,34255,PALMDALE CITY, ,3004015912,3004-015-912,13943,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,POR OF SE 1/4 OF NE 1/4 OF NW 1/4 OF SEC 34 T6N R12W, 
10/20/2015,34256,PALMDALE CITY, ,3004015913,3004-015-913,13944,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,POR OF NE 1/4 OF NE 1/4 OF SE 1/4 OF NW 1/4 OF SEC 34 T6N R12W, 
10/20/2015,34257,PALMDALE CITY, ,3004015914,3004-015-914,07453,PALMDALE   ,VAC/COR RAYBURN RD/TIERRA SUBIDA  PALMDALE CA  93550,100V,Commercial,Commercial, ,Vacant Land,POR OF NE 1/4 OF SE 1/4 OF NE 1/4 OF NW 1/4 OF SEC 34 T6N R12W, 
10/20/2015,34258,PALMDALE CITY, ,3004024904,3004-024-904,07575,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=45460 LOT B, 
10/20/2015,34262,PALMDALE CITY, ,3004034900,3004-034-900,10600,PALMDALE   ,VAC/COR CACTUS DR/TIERRA SUBIDA  PALMDALE CA  93551,010V,Residential,Single Family Residence, ,Vacant Land,"TR=44221 LAND DESC IN DOC 0704094,100523 POR OF LOT 103", 
10/20/2015,34270,PALMDALE CITY, ,3004043900,3004-043-900,07137,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=53869 LOT 9, 
10/20/2015,34272,PALMDALE CITY, ,3005004902,3005-004-902,07329,PALMDALE   ,     ,100V,Commercial,Commercial, ,Vacant Land,"LAND DESC IN DOC    2929831,031002 POR NW 1/4 OF SW 1/4 IN SEC 15 T6N R12W", 
10/20/2015,34273,PALMDALE CITY, ,3005004903,3005-004-903,07329,PALMDALE   ,     ,010V,Residential,Single Family Residence, ,Vacant Land,"LAND DESC IN DOC    2929832,031002 POR NW 1/4 OF SW 1/4 IN SEC 15 T6N R12W", 
10/20/2015,34274,PALMDALE CITY, ,3005004904,3005-004-904,07329,PALMDALE   ,     ,100V,Commercial,Commercial, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR OF SW 1/4 OF SW 1/4 OF SEC 15 T6N R12W, 
10/20/2015,34275,PALMDALE CITY, ,3005004905,3005-004-905,07036,PALMDALE   ,VAC/FANTASY ST/DANIA ST  PALMDALE CA  93550,010V,Residential,Single Family Residence, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR OF SE 1/4 OF SW 1/4 OF SEC 15 T6N R12W, 
10/20/2015,34276,PALMDALE CITY, ,3005004906,3005-004-906,07329,PALMDALE   ,     ,100V,Commercial,Commercial, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR OF W 1/2 OF SW 1/4 OF SEC 15 T6N R12W, 
10/20/2015,34277,PALMDALE CITY, ,3005004907,3005-004-907,07329,PALMDALE   ,     ,100V,Commercial,Commercial, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR OF SW 1/4 OF SW 1/4 OF SEC 15 T 6N R 12W, 
10/20/2015,34278,PALMDALE CITY, ,3005004908,3005-004-908,07329,PALMDALE   ,     ,100V,Commercial,Commercial, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR E 1/2 OF NW 1/4 OF SW 1/4 OF SEC 15 T6N R12W, 
10/20/2015,34279,PALMDALE CITY, ,3005004909,3005-004-909,07329,PALMDALE   ,     ,100V,Commercial,Commercial, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR OF SW 1/4 OF SW 1/4 OF SEC 15 T 6N R 12W, 
10/20/2015,34280,PALMDALE CITY, ,3005045919,3005-045-919,14400,PALMDALE   ,VAC/AMARGOSA CRK/AVE O  PALMDALE CA  93551,300V,Industrial,Industrial, ,Vacant Land,"P M 298-7-12 FOR DESC SEE ASSESSOR'S MAPS POR OF LOTS 4,5,6,9,13 AND 26", 
10/20/2015,34281,PALMDALE CITY, ,3005048904,3005-048-904,15027,PALMDALE   ,     ,100V,Commercial,Commercial, ,Vacant Land,"P M 313-88-91 LAND DESC IN DOC 1375140, 073108 POR OF LOT 10", 
10/20/2015,34282,PALMDALE CITY, ,3005049900,3005-049-900,12389,PALMDALE   ,     ,100V,Commercial,Commercial, ,Vacant Land,FOR DESC SEE ASSESSOR'S MAPS POR IN NW 1/4 OF SEC 15 T6N R12W, 
10/20/2015,34283,PALMDALE CITY, ,3006003901,3006-003-901,07178,PALMDALE   ,VAC/COR SIERRA HWY/AVE O  PALMDALE CA  93550,300V,Industrial,Industrial, ,Vacant Land,TR=42991 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 3, 
10/20/2015,34287,PALMDALE CITY, ,3006006901,3006-006-901,15576,PALMDALE,VAC/VIC 3RD STE/AVE P8  PALMDALE CA  93550,300V,Industrial,Industrial, ,Vacant Land,TR=7670 E 315.22 FT OF S 159.85 FT MEASURED ON E LINE OF LOT 9, 
10/20/2015,34288,PALMDALE CITY, ,3006006902,3006-006-902,15576,PALMDALE,VAC/3RD STE/VIC AVE P10  PALMDALE CA  93550,300V,Industrial,Industrial, ,Vacant Land,TR=7670 N 1/2 OF LOT 10, 
10/20/2015,34289,PALMDALE CITY, ,3006006903,3006-006-903,15576,PALMDALE,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=7670 FOR DESC SEE ASSESSOR'S MAPS PO R OF LOT 17, 
10/20/2015,34290,PALMDALE CITY, ,3006006904,3006-006-904,15581,PALMDALE,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=7670 FOR DESC SEE ASSESSOR'S MAPS PO R OF LOT 17, 
10/20/2015,34291,PALMDALE CITY, ,3006006905,3006-006-905,15611,PALMDALE,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=7670 FOR DESC SEE ASSESSOR'S MAPS POR OF LOT 16, 
10/20/2015,34292,PALMDALE CITY, ,3006006906,3006-006-906,12800,PALMDALE,     ,010V,Residential,Single Family Residence, ,Vacant Land,TR=7670 THAT POR IN TRA 7024 OF LOT 16, 
10/20/2015,34293,PALMDALE CITY, ,3006006907,3006-006-907,15576,PALMDALE,VAC/3RD STE/VIC AVE P12  PALMDALE CA  93550,300V,Industrial,Industrial, ,Vacant Land,TR=7670 S 1/2 OF LOT 10, 
